title,link,price,booking_date,star,cities,source
高雄好玩卡 Taiwan Pass｜蓮潭好玩卡一日遊景點套票｜QR Code,https://www.kkday.com/zh-tw/product/102107,399,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
高雄好玩卡 Taiwan Pass｜蓮潭好玩卡一日遊景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/39584,399,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
單車輕旅行｜雲嘉南濱海小鎮自行車慢遊｜騎趣馬沙溝半日遊,https://www.kkday.com/zh-tw/product/119701,888,,0,"[{'id': 'A01-001-00003', 'name': '台南'}]",KKday
台東一日遊｜2021 熱氣球嘉年華、初鹿休閒農業區／電光部落／南迴部落路線三選一,https://www.kkday.com/zh-tw/product/119208,2380,,0,"[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
台灣宜蘭｜耕牛做朋友｜動物親近體驗套票,https://www.kkday.com/zh-tw/product/116650,150,,0,"[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
台灣台北｜2020 天母搞什麼鬼・搗蛋巡迴巴士＆萬聖節快閃親子一日遊,https://www.kkday.com/zh-tw/product/104512,990,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
北捷輕鬆遊｜紀州庵文學森林＆台北清真寺＆永康商圈＆大稻埕文化之旅,https://www.kkday.com/zh-tw/product/103485,690,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣基隆｜奇基饗食享樂｜北北基好玩卡交通票卡、連珍糕餅店、找到幸福咖啡店、漁品軒套票,https://www.kkday.com/zh-tw/product/102854,499,,0,"[{'id': 'A01-001-00026', 'name': '基隆'}]",KKday
台灣高雄｜駁二全體驗套票,https://www.kkday.com/zh-tw/product/102542,780,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣桃園｜桃園揪搭興｜文藝溪客-達文西瓜藝文館套票,https://www.kkday.com/zh-tw/product/102405,319,,0,"[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
台灣台北二日遊｜自來水博物館＆大稻埕＆鐵道博物館＆赤峰街&台北老爺大酒店｜台北出發,https://www.kkday.com/zh-tw/product/101982,2690,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北｜朱銘美術館＋淡水商圈消費券套票,https://www.kkday.com/zh-tw/product/101967,350,,0,"[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
高雄好玩卡 Taiwan Pass ｜台灣好行 雄愛旺來好玩卡B方案景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/39630,299,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
高雄好玩卡 Taiwan Pass ｜台灣好行 雄愛旺來好玩卡A方案景點套票｜高雄捷運領取,https://www.kkday.com/zh-tw/product/39546,375,,0,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【台北故宮深度導覽】國家寶藏與歷史文化之旅,https://www.kkday.com/zh-tw/product/34321,5500,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
台灣台北市 | 北科大 x 閱野 | 2021 國小生科技 x 創意夏令營,https://www.kkday.com/zh-tw/product/119161,8800,,0,"[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
"【限時優惠76折】E7PLAY 一票玩到底｜室內運動遊樂空間入場券｜三重館 , 新莊館 , 高雄館皆適用",https://www.kkday.com/zh-tw/product/124614,209,,4.8,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00004', 'name': '高雄'}, {'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台灣新北｜和平島公園 + 野柳地質公園套票,https://www.kkday.com/zh-tw/product/114045,150,,0,"[{'id': 'A01-001-00026', 'name': '基隆'}, {'id': 'A01-001-00006', 'name': '新北市'}]",KKday
阿里山一日遊｜阿里山森林遊樂區＆阿里山小火車｜台中出發,https://www.kkday.com/zh-tw/product/2844,1600,,4.56,"[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
台灣｜貝兒絲親子主題樂園｜平日 3 小時遊園券,https://www.kkday.com/zh-tw/product/124067,199,,0,"[{'id': 'A01-001-00006', 'name': '新北市'}, {'id': 'A01-001-00008', 'name': '桃園'}, {'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00004', 'name': '高雄'}]",KKday
台灣台北｜國立故宮博物院 × 順益台灣原住民博物館雙館聯票,https://www.kkday.com/zh-tw/product/100510,400,,0,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【2021 春節限定】花蓮迎新春3日 | 2021太平洋燈節&太魯閣&海洋公園&慶修院&秧悅美地度假趣 | 火車出遊,https://www.kkday.com/zh-tw/product/115164,300,,0,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
花蓮部落兩天一夜｜巴歌浪祭典＆赤柯金針山＆織羅部落＆項鍊工作室｜台北車站出發,https://www.kkday.com/zh-tw/product/102072,8500,,0,"[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
台灣 | 大魯閣・棒壘球打擊場 15 枚代幣兌換券,https://www.kkday.com/zh-tw/product/102015,480,,4.5,"[{'id': 'A01-001-00006', 'name': '新北市'}, {'id': 'A01-001-00008', 'name': '桃園'}, {'id': 'A01-001-00009', 'name': '新竹'}, {'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00003', 'name': '台南'}, {'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【THE CON 2021】 PARK JIHOON —박지훈의 메이시 Poetic Time of MAY｜朴志訓個人線上演唱會,https://www.kkday.com/zh-tw/product/123631,788,,4.75,"[{'id': 'A01-001-99999', 'name': '所有城市'}, {'id': 'A01-003-99999', 'name': '所有城市'}, {'id': 'A01-004-99999', 'name': '所有城市'}]",KKday
【少量名額釋出】台中優勝家®｜2022兒童冬令營｜樂高X機器人X程式設計冠軍體驗營,https://www.kkday.com/zh-tw/product/125634,1700,,0,"[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
★苗栗★【炮仗花瀑布】｜【苗栗客家圓樓】｜【後龍半天寮休閒文化園區】｜【過港黃金隧道】,https://www.kkday.com/zh-tw/product/126088,567,,0,"[{'id': 'A01-001-00010', 'name': '苗栗'}]",KKday
嘉義｜阿里山太平雲梯＆檜意森活村＆新港板陶窯兩天一夜｜台北火車站出發｜20人成行,https://www.kkday.com/zh-tw/product/124041,3799,,0,"[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【期間限定】高雄好玩卡 Taiwan Pass｜酷遊高雄24小時景點票券｜高雄捷運領取,https://www.kkday.com/zh-tw/product/100893,70,,4.86,"[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【KKday獨家優惠套票】2022青洲灣派對｜冬日暖心音樂節 & 專屬濱海包廂含聯名套餐 & 市集抵用券加贈聯名紀念品,https://www.kkday.com/zh-tw/product/123962,400,,2.43,"[{'id': 'A01-001-00015', 'name': '屏東'}]",KKday
單車旅遊｜秋遊金門單車騎旅三日遊,https://www.kkday.com/zh-tw/product/104209,14800,,0,"[{'id': 'A01-001-00020', 'name': '金門'}]",KKday
